title ,text,subject,date
"PPI Jepang Gelar FGD dengan Kemenlu, Bahas Perlindungan Pelajar","JEPANG - PPI Jepang menyelenggarakan Focus Group Discussion (FGD) bertajuk “Perlindungan Pelajar Indonesia di Jepang”, Minggu (19/3/2023). Acara ini dibuat mempertimbangkan adanya beragam tantangan yang dihadapi pelajar Indonesia di mancanegara, termasuk perbedaan hukum di negara setempat, penipuan oleh agen pendidikan maupun penyalur pelajar Indonesia ke luar negeri, black baito–kerja sampingan yang melanggar hukum ketenagakerjaan di Jepang, academic harassment, dan isu kesehatan mental. Konsul Jenderal Republik Indonesia di Osaka Ibu Diana Emilla Sari Sutikno menyatakan bahwa, kegiatan ini diharapkan dapat menjadi langkah nyata untuk senantiasa merealisasikan komitmen negara dalam melindungi warga Indonesia di luar negeri. Selaras, Atase Pendidikan dan Kebudayaan KBRI Tokyo Yusli Wardiatno menegaskan bahwa KBRI Tokyo dan KJRI Osaka siap membantu memperlancar pengalaman belajar seluruh peserta didik Indonesia di Jepang. Meskipun begitu, mereka tetap mengingatkan pentingnya persiapan mandiri oleh pelajar dengan melakukan riset mengenai aturan dan budaya negara tujuan serta menyelesaikan prosedur lapor diri melalui kanal peduliwni.kemlu.go.id Kementerian Luar Negeri setibanya di mancanegara. Pada saat yang sama, Ketua Umum PPI Jepang Anastasya Wulandari Hasyim menyatakan bahwa PPI Jepang kepengurusan 2022/2023 berfokus pada perluasan cakupan internal untuk merangkul lebih banyak pelajar Indonesia di Jepang dan menyiapkan sistem dukungan komunitas. ""Kegiatan ini merupakan bentuk upaya PPI Jepang dalam memaksimalkan dukungan untuk pelajar Indonesia di Jepang dan mempererat hubungan dengan berbagai pemangku kepentingan terkait,"" kata Anastasya. Acara ini turut dihadiri oleh Direktur Perlindungan WNI Kementerian Luar Negeri Judha Nugraha yang sekaligus menjadi pemateri utama dalam acara ini. Pada kesempatan ini, Judha Nugraha memaparkan tantangan-tantangan yang kerap dihadapi WNI di luar negeri dan solusi yang tersedia untuk menanggulangi tantangan tersebut. Untuk mempermudah bantuan bagi WNI yang mengalami masalah, Judha Nugraha menegaskan pentingnya bagi seluruh warga Indonesia yang sedang tinggal di luar negeri untuk menyelesaikan prosedur “Lapor Diri”. Menurutnya, beberapa peristiwa seperti evakuasi WNI dari Wuhan selama pandemi telah menunjukkan bahwa kelalaian WNI dalam menyelesaikan prosedur lapor diri serta ketidaktahuan WNI mengenai aturan setempat telah menjadi salah satu akar utama dari masalah yang dihadapi beberapa WNI di luar negeri. Judha Nugraha juga menjelaskan bahwa untuk ke depannya Kementerian Luar Negeri memiliki lima solusi utama untuk meningkatkan perlindungan WNI di luar negeri, yaitu berinvestasi pada langkah pencegahan, menegakkan hukum secara tegas, melakukan transformasi digital, meluncurkan kampanye kesadaran publik. ""Dan menginisiasi kerjasama dengan berbagai pihak termasuk pelajar Indonesia di mancanegara. Selain itu, juga perlu riset mendalam terhadap peraturan negara tertentu sebelum keberangkatan,"" ujarnya. Adapun, Komisi RUU Perlindungan Pelajar PPI Dunia juga menyampaikan bahwa PPI Dunia beserta 62 PPI negara berkomitmen untuk dapat membantu pemerintah dalam mendukung dan melindungi mahasiswa Indonesia yang menempuh pendidikan di luar negeri. Menurutnya, perlindungan WNI dan pelajar Indonesia di luar negeri memerlukan kerjasama lintas kementerian dan lembaga yang dipusatkan pada penyuluhan dan persiapan pra-keberangkatan WNI. Ahsanul Ulil juga memberikan saran agar dibentuknya Satuan Tugas antara PPI Negara terkait dengan Perwakilan Indonesia di luar negeri untuk memperkuat koordinasi dan kerjasama dalam perlindungan pelajar. Pada kesempatan ini, PPI Jepang turut menyampaikan Kajian Perlindungan Pelajar Indonesia di Jepang dan masalah-masalah utama yang dihadapi pelajar Indonesia di Jepang, antara lain Black Baito, Academic Harassment, Sexual Harassment, dan penipuan agen pendidikan. Kepala Biro Aksi Sosial dan Advokasi PPI Jepang, Alvian Nur Hidayat misalnya memaparkan penipuan dan penggelapan dana dengan dalih persiapan sekolah Bahasa yang dialami oleh beberapa pelajar Indonesia. Kerugian yang terlaporkan ke PPI Jepang mencapai Rp1 miliar. Menurut informasi yang diterima PPI Jepang, masih banyak korban yang belum terdata, termasuk calon pelajar yang gagal berangkat dan calon pekerja Specified Skill Workers. ""kerugian yang disebabkan kasus tersebut tidak hanya terbatas pada kerugian finansial, namun juga menyebabkan dampak negatif pada kesehatan mental korban,"" ucapnya. Menanggapi hal tersebut, Direktur Perlindungan WNI Kementerian Luar Negeri Judha Nugraha menyampaikan bahwa utamanya terdapat dua langkah yang dapat ditempuh korban dalam kasus ini. Pertama adalah proses mediasi yang akan meminta pertanggung jawaban pelaku dan kedua adalah langkah hukum jika sebelumnya tidak ada itikad baik dari pelaku. Adapun Bapak Judha Nugraha juga menjelaskan mengenai andil Interpol yang dapat membantu penyelesaian hukum kasus-kasus tersebut bahkan ketika pelaku telah meninggalkan Indonesia. Selanjutnya, korban disarankan melakukan pelaporan kolektif ke Kepolisian Negara Republik Indonesia di mana Direktorat Perlindungan WNI Kementerian Luar Negeri dan Perwakilan Indonesia di luar negeri menyatakan bersedia mendukung dengan melakukan pendampingan untuk korban.",Pendidikan,2023
Ratusan Siswa SD di Jember Menggelar Pawai Ogoh-Ogoh Menjelang Hari Raya Nyepi,"JEMBER - Ratusan siswa sekolah dasar (SD) tiga bahasa Rukun Harapan di Kabupaten Jember, Jawa Timur menggelar pawai ogoh-ogoh menjelang Hari Raya Nyepi Tahun Baru Saka 1945, Senin (20/3/2023). Sejumlah siswa memakai baju Bali dan baju yang biasanya dipakai oleh umat Hindu dalam perayaan Nyepi dengan membawa dua ogoh-ogoh yang diarak dari sekolah menuju alun-alun hingga kembali ke sekolah lagi. ""Kami menggelar kegiatan itu untuk mengenalkan kepada anak-anak bahwa ada tradisi umat Hindu yang biasa dilakukan menjelang Hari Raya Nyepi yakni pawai ogoh-ogoh,"" kata Kepala SD Rukun Harapan Jember Sarina dikutip dari Antara. Dia menjelaskan siswa yang sekolah di SD Rukun Harapan tidak hanya berasal dari satu agama namun terdiri atas beberapa agama sehingga perlu dikenalkan budaya dan tradisi masing-masing agama. ""Biasanya menjelang Natal, buka puasa bersama, Imlek, dan kini digelar pawai ogoh-ogoh untuk menyambut Hari Raya Nyepi Tahun Baru Saka 1945 yang merupakan tradisi budaya umat Hindu,"" tuturnya. Ia menjelaskan pawai tersebut untuk mengenalkan kepada anak-anak yang beragama lain dan mempertahankan tradisi budaya yang dilakukan umat Hindu. ""Meskipun agama Hindu minoritas di sekolah ini, namun anak-anak yang beragama lain perlu mengetahui tentang tradisi yang dilakukan tersebut untuk meningkatkan toleransi beragama,"" katanya. Setelah diarak sesuai rute yang ditentukan, ogoh-ogoh tersebut akan dijadikan satu dengan ogoh-ogoh lainnya yang akan dibawa oleh siswa yang beragama Hindu, kemudian dibakar di tempat lain. ""Anak-anak juga menampilkan kesenian tradisional sebagai upaya untuk menjaga dan melestarikan kesenian dari berbagai daerah di Indonesia,"" ujarnya. Pawai ogoh-ogoh tersebut mendapat perhatian dari masyarakat di sepanjang rute yang dilalui, bahkan tidak sedikit warga yang mengabadikan momentum tersebut dan berswafoto dengan patung raksasa yang dibawa sejumlah siswa.",Pendidikan,2023
Mensos Ajak Lulusan ITS untuk Berani Realisasikan Mimpi,"SURABAYA - Menteri Sosial (Mensos) RI Tri Rismaharini mengajak lulusan Institut Teknologi Sepuluh Nopember (ITS) Surabaya untuk berani merealisasikan mimpi mereka. ""Realisasikan mimpi kalian, jangan dibiarkan sebatas mimpi,"" kata mantan Wali Kota Surabaya itu saat prosesi Wisuda ke-127 ITS dikutip dari Antara, Senin (20/3/2023). Menurut Risma, semua manusia memiliki kesempatan yang sama untuk berhasil. Oleh karena itu seluruh pemuda Indonesia harus mau menantang dirinya untuk terus maju, khususnya mahasiswa ITS. Dia menyatakan ITS selalu menjadi sumber terciptanya para inovator dan kontributor membangun negeri. Tidak jarang dirinya meminta bantuan dari para dosen ITS saat ia tidak mengerti bantuan apa yang diperlukan masyarakat, terutama dalam bidang teknologi. Beberapa di antaranya adalah bantuan motor listrik dan kapal yang diperlukan oleh Suku Asmat Papua beberapa waktu lalu. Risma menilai ITS juga selalu menjadi tempat orang yang mempunyai berbagai keahlian. Hal itu menurutnya tidak salah, meskipun dalam pembelajaran di ITS sangat di detailkan bidang keilmuan. ""Ilmu adalah salah satu alat untuk mencapai tujuan,"" tutur Risma yang juga alumni ITS tersebut. Wanita asal Kediri itu mengingatkan bahwa persaingan wisudawan di masa datang adalah seluruh umat manusia di dunia ini. ""Jika ada masalah maka maju terus sampai masalah itu takut pada anda,"" tutur Risma. Selain membangkitkan semangat pantang menyerah mahasiswa ITS, Risma juga menyampaikan keresahan yang ia rasakan saat menjabat sebagai Mensos dan wali kota. Namun, berkat tekad dan hasil gemblengan ITS, Risma berhasil menghadapi hal tersebut. Pengorbanan yang ia lakukan untuk Indonesia dan Kota Surabaya tidaklah sia-sia. Pada kesempatan wisuda kali ini Risma mendampingi putra sulungnya, Fuad Bernardi, wisudawan program magister Sekolah Interdisiplin Manajemen dan Teknologi (SMIT).",Pendidikan,2023
UGM Kembali Gelar Faculty Fair Pertama Kali Sejak Pandemi Covid-19,"YOGYAKARTA - Universitas Gadjah Mada (UGM) kembali menggelar Faculty Fair, sebuah acara untuk memperkenalkan fakultas, program studi, serta unit kerja di lingkungan UGM kepada masyarakat luas. Dikutip dari laman resmi UGM, Faculty Fair ini dibuka oleh sang Rektor, Profesor Ova Emilia pada Sabtu (18/3/2023). Menurutnya, acara ini diselenggarakan supaya masyarakat dapat semakin mengenal UGM, melalui unit kerja yang berinteraksi secara langsung dan memberikan informasi yang terpercaya. “UGM membuka pintu bagi masyarakat yang ingin mengenal lingkungan kampus secara lebih dekat melalui interaksi langsung maupun secara virtual. Dengan demikian akan mendapat informasi seluas-luasnya tentang program studi di fakultas dan sekolah untuk berbagai jenjang, karena UGM memiliki lebih dari 270 program studi,” tuturnya. Tak hanya menampilkan stan pameran yang dapat didatangi langsung oleh pengunjung, Faculty Fair juga menghadirkan virtual expo yang dapat diakses secara daring. Pameran yang digelar selama dua hari ini dimeriahkan dengan rangkaian gelar wicara, tur kampus gratis dengan bus kampus UGM, serta berbagai kontes berhadiah menarik. Direktur Pendidikan dan Pengajaran (DPP) UGM, Profesor dr. Gandes Retno Rahayu, M.Med.Ed., Ph.D., menuturkan tahun ini UGM kembali menyelenggarakan Faculty Fair karena melihat antusiasme publik dalam kegiatan sosialisasi dan promosi yang diselenggarakan di berbagai daerah. “Kami (DPP) mempunyai tugas salah satunya membantu dekan mempromosikan semua program studi di UGM. Sosialisasi telah dilakukan di berbagai provinsi dan selalu mendapatkan antusiasme di setiap kota. Saat pandemi mulai reda orang sangat rindu untuk melihat langsung, bertanya, dan mencicipi seperti apa program studi di lingkungan UGM,” paparnya. Sasaran utama kegiatan ini, menurut Gandes, adalah calon mahasiswa, baik calon mahasiswa program sarjana dan sarjana terapan yang saat ini masih duduk di bangku sekolah menengah, maupun mahasiswa aktif dan lulusan perguruan tinggi yang tertarik untuk melanjutkan studi untuk program pascasarjana di UGM. “Kami ingin menunjukkan keunggulan yang dimiliki fakultas dan program studi. Harapannya bisa lebih mendekatkan tidak hanya calon mahasiswa sarjana tetapi juga magister dan doktoral, orang tua, dan mitra potensial UGM,” imbuh Gandes. Ia menuturkan, lebih dari dua ribu peserta telah melakukan pendaftaran secara daring untuk mengikuti Faculty Fair hari pertama dan hari kedua. “Jumlah yang datang pasti akan lebih banyak karena ada yang akan melakukan pendaftaran di tempat,” ucapnya.",Pendidikan,2023
USU Sabet Tiga Penghargaan di Public Relation Indonesia Awards 2023,"MEDAN - Universitas Sumatera Utara (USU) berhasil meraih tiga penghargaan di ajang Public Relation Indonesia Awards (PRIA) 2023 yang digelar di Denpasar, Bali. Penghargaan yang diraih USU ini meningkat dari tahun sebelumnya yang hanya berhasil memenangkan dua piala. Rektor USU Profesor Dr Muryanto Amin, S.Sos, M.Si, Ahad, mengatakan penghargaan yang diraih hendaknya dapat terus memotivasi kerja kehumasan di lingkungan universitas. ""Semoga ke depan terus lebih baik dan dapat lebih ditingkatkan dari tahun sebelumnya,"" ucapnya dikutip dari Antara, Senin (20/3/2023). Muryanto menjelaskan penghargaan dari pihak luar merupakan bonus dari pekerjaan yang selama ini dilakukan, namun esensinya adalah semua pihak harus mampu berkontribusi secara maksimal dalam program-program yang telah dicanangkan. ""Banyak pekerjaan yang masih harus kita lakukan, dan dibutuhkan team work yang solid agar kita dapat terus bertransformasi menjadi yang terbaik,"" kata Rektor USU. Kepala Humas, Promosi, dan Protokoler USU, Amalia Meutia, M.Psi, menjelaskan pada 2023, USU berhasil membawa penghargaan Bronze Winner untuk kategori Media Cetak (Mata USU), Silver Winner untuk Video Profile dan Terpopuler di Media Massa. ""Kompetisi ke-8 PRIA ini semakin ketat, sebab, selain jumlah entri yang kian meningkat, peserta juga semakin beragam,"" ucapnya. Amalia mengatakan pencapaian ini adalah hasil kerja keras kolektif dari Tim Humas USU didukung oleh pimpinan dan civitas akademika USU. Momentum ini juga sekaligus menjadi pemacu bagi tim humas untuk terus meningkatkan citra kampus di dunia global. ""Sigap dalam menghadapi era disrupsi dan selalu update dengan perkembangan teknologi informasi yang dinamis dan masif,"" katanya.",Pendidikan,2023
Wali Kota Surabaya Minta Para Remaja untuk Hormati Orangtua dan Guru,"SURABAYA - Wali Kota Surabaya Eri Cahyadi meminta remaja di Kota Pahlawan, Jawa Timur, tidak lupa menghormati kedua orangtua dan guru mereka ketika di rumah dan sekolah. ""Ayo anak-anak muda yang tergabung di Genre (Generasi Berencana) bangun kota ini dengan kekuatan yang luar biasa,"" kata Eri Cahyadi dikutip dari Antara, Senin (20/3/2023). Hal itu dikemukakan pada gelar kelas inspirasi yang dihadiri ratusan pelajar di Gedung Balai Budaya, Surabaya, Sabtu (18/3/2023). Selain kelas inspirasi, pemkot juga menggelar Ngobrol Asik Bareng Puspaga dan Penganugerahan Duta Genre 2023 yang dihadiri oleh 750 remaja putra dan putri se-Kota Surabaya. Menurut dia, kegiatan tersebut merupakan bagian dari komitmennya bersama DPRD Surabaya untuk membangun Sumber Daya Manusia (SDM) yang lebih baik ke depannya. Oleh karena itu, lanjutnya, anak-anak muda Kota Pahlawan harus berani berekspresi dan menampilkan kemampuan. ""Anak-anak muda Kota Surabaya sangat luar biasa, menampilkan, mengeluarkan potensi dan bakatnya di Balai Budaya,"" katanya. Ia berharap anak-anak muda yang tergabung di dalam Genre bisa menjadi penerus yang akan memimpin Kota Surabaya dan Bangsa Indonesia. Oleh sebab itu sebagai calon penerus bangsa, lanjutnya, Genre harus bisa menghindari terjadinya pernikahan dini. Selain itu, kata dia, Genre juga harus bisa mencegah terjadinya seks di luar nikah dan menghindari narkoba. ""Saya harap kegiatan ini bisa dilakukan setiap minggu ya. Nah, kemudian setiap sebulan sekali anak-anak muda ini kolaborasi dengan saya,"" ujarnya. Sementara itu Pelaksana tugas (Plt) Dinas Pemberdayaan Perempuan, dan Perlindungan Anak, serta Pengendalian Penduduk, dan Keluarga Berencana (DP3APPKB) Kota Surabaya Nanik Sukristina menyampaikan melalui kegiatan ini diharapkan anak-anak muda Kota Pahlawan mempunyai pengetahuan, pemahaman, dan pengendalian diri dalam menghadapi perkembangan zaman seperti saat ini. Nanik ingin anak muda Kota Pahlawan ke depannya bisa mewujudkan prestasi dan menjadi generasi emas Indonesia. Selain itu kegiatan ini juga untuk mencari duta Genre Kota Surabaya yang akan mewakili pemilihan Duta Genre 2023 di tingkat Provinsi Jawa Timur. ""Harapan kami dengan adanya kelas inspirasi ini anak-anak muda Surabaya bisa berjuang dan berkreasi, untuk mewujudkan generasi emas serta menjadi anak muda yang berkualitas di masa yang akan datang,"" ucapnya.",Pendidikan,2023
"Ciptakan Lingkungan Kampus yang Aman, Unri Perkuat Peran Konseling Cegah Kekerasan Seksual","PEKANBARU - Rektor Universitas Riau (Unri), Profesor Dr. Sri Indarti, SE, MSi mengatakan, pihaknya terus memperkuat peran konseling di lingkungan kampus sebagai tempat pendidikan dan penguatan moral untuk mencegah kekerasan seksual, sehingga perguruan tinggi itu bisa menjadi tempat yang aman dan nyaman. ""Unri membutuhkan kebijakan tersebut karena tiga hal yang menjadi tantangan bagi pendidikan tinggi di Indonesia, adalah intoleransi, perundungan, dan kekerasan seksual dan bisa berdampak menghambat lingkungan belajar yang baik, juga memberikan trauma bagi korban, terutama kasus kekerasan seksual,"" kata Sri Indarti dikutip dari Antara, Senin (20/3/2023). Ia memandang bahwa ketika kasus kekerasan tidak ditangani dan dicegah maka akan memberikan citra negatif bagi dunia pendidikan. Sedangkan pencegahan agar tindakan kekerasan dan pelecehan seksual bisa diminimalisasi di dunia pendidikan, bisa dengan menyamakan persepsi mengenai pencegahan dan penanganan kekerasan seksual yang terdapat dalam Permendikbud Nomor 30 Tahun 2021. ""Permendikbud Nomor 30 Tahun 2021 memuat bahwa kekerasan seksual bisa diupayakan untuk dikontrol dan dicegah. Tindakan preventif lebih baik bila dibandingkan dengan penanganan yang menguras waktu dan tenaga,"" katanya. Karena itu, dirinya terus berupaya menggencarkan sosialisasi tentang Permendikbud Nomor 30 Tahun 2021 dengan harapan akan memberikan pemahaman kepada seluruh sivitas akademika Unri terkait kekerasan seksual. Lanjut Rektor, ini menjadi komitmen kita semua, bagaimana sosialisasi ini bisa kita terapkan, sehingga kasus kekerasan seksual yang terjadi di lingkungan perguruan tinggi dapat dicegah seoptimal mungkin. Ia mengatakan hal itu berkaitan dengan hak setiap individu dan masyarakat untuk hidup aman masih belum dapat terpenuhi dengan baik. Banyak angka kasus kekerasan yang terjadi menunjukkan bahwa lingkungan (kampus termasuk) belum memberikan ruang aman bagi setiap individu terutama perempuan. Menurut data Simfoni Kementerian Pemberdayaaan Perempuan dan Perlindungan Anak (2021), terdapat 18.435 kasus kekerasan, 86 persen merupakan korban perempuan. Selain itu, berdasarkan Catatan Tahunan Komnas Perempuan (2020) terdapat 299.911 kasus kekerasan terhadap perempuan, dan sebanyak 4.217 kasus merupakan kekerasan seksual baik di ranah pribadi, ruang publik (sekolah, tempat ibadah, sarana prasarana umum), maupun online. Kekerasan seksual juga kerap terjadi di lingkungan Pendidikan, menurut survei Mendikbud Ristek (2019) bahwa kampus menempati urutan ketiga lokasi terjadinya tindak kekerasan seksual (15 persen), setelah jalanan (33 persen) dan transportasi umum (19 persen).Data tersebut diatas membuktikan bahwa upaya pencegahan kekerasan terutama kekerasan seksual menjadi prioritas bagi seluruh elemen masyarakat, baik pemerintah, lembaga/organisasi terkait, termasuk kelompok-kelompok masyarakat lain. Karena itu pada Oktober 2021 Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi telah menerbitkan Permendikbud Nomor 30 Tahun 2021 yang berisi tentang Pencegahan Dan Penanganan Kekerasan Seksual di Lingkungan Perguruan Tinggi. Peraturan ini menjadi langkah awal yang baik demi menciptakan ruang pendidikan yang aman dan nyaman serta terbebas dari kekerasan terutama kekerasan seksual.",Pendidikan,2023
"Harga Emas Antam Anjlok ke Rp1,077 Juta Hari Ini"," PT Aneka Tambang (Persero) Tbk alias Antam bertengger di Rp1,077 juta pada Selasa (28/3). Posisi ini melemah Rp10 ribu dibandingkan Senin (27/3) kemarin. Senada, harga pembelian kembali (buyback) juga turun Rp16 ribu dari Rp978 ribu per gram menjadi Rp962 ribu per gram. Berdasarkan data Antam, harga jual emas berukuran 0,5 gram senilai Rp588 ribu, 2 gram Rp2,09 juta, 3 gram Rp3,1 juta, 5 gram Rp5,1 juta, 10 gram Rp10,2 juta, 25 gram Rp25,3 juta, dan 50 gram Rp50,9 juta. Kemudian, harga emas berukuran 100 gram senilai Rp101,9 juta, 250 gram Rp254,5 juta, 500 gram Rp508,8 juta, dan 1 kilogram Rp1 miliar. arga jual emas tersebut belum termasuk Pajak Penghasilan (PPh) 22 atas emas batangan sebesar 0,45 persen bagi pemegang Nomor Pokok Wajib Pajak (NPWP). Sementara itu, harga emas di perdagangan internasional berdasarkan acuan pasar Commodity Exchange COMEX menguat 0,3 persen menjadi US$1.977 per troy ons. Senada, harga emas di perdagangan spot juga naik 0,11 persen ke US$1.958 per troy ons pada pagi ini. Senior Analis DCFX Lukman Leong memprediksi harga emas berpotensi turun pada perdagangan pagi ini imbas sentimen risk-on di pasar dengan meredanya kekhawatiran setelah berita First Citizen yang akan membeli sebagian besar aset Silicon Valley Bank (SVB) ""Emas turun oleh sebab sentimen risk-on di pasar dengan meredanya kekhawatiran perbankan setelah berita First Citizen yang akan membeli sebagian besar aset SVB,"" katanya kepada CNNIndonesia.com. Hari ini, Lukman memperkirakan harga emas internasional berada dalam rentang support US$1.940 per troy ons dan resistance US$1.975 per troy ons.",Ekonomi,2023
Kemenkeu Sulit Dapat Bukti Pelanggaran Rafael Meski Berisiko 'Merah',"  Kementerian Keuangan (Kemenkeu) berdalih tidak menemukan indikasi pelanggaran Rafael Alun Trisambodo (RAT) meski yang bersangkutan sudah masuk profil pejabat dengan risiko merah alias high risk sejak 2020. ""RAT di kita itu merah, dia termasuk pegawai high risk. Merah itu sejak 2020, RAT dipindah dari Penanaman Modal Asing (PMA) menjadi Kabag Umum (Kantor Wilayah DJP Jakarta Selatan II),"" kata Irjen Kemenkeu Awan Nurmawan Nuh dalam rapat kerja bersama Komisi XI DPR RI, Senin (27/3). ""RAT ini sudah ada informasi-informasi, cuma memang pada saat itu sampai kemarin kita belum dapat suatu bukti yang kuat terkait pelanggarannya,"" imbuhnya. Awan mengatakan kasus penganiayaan yang dilakukan anak RAT bernama Mario Dandy Satrio kepada putra petinggi GP Ansor, David, hingga aksi pamer Rubicon pada tahun ini baru menjadi trigger alias pemicu. Ketika perhatian netizen tertuju pada kasus penganiayaan anak RAT, muncul dugaan-dugaan terkait harta tak wajar eks pejabat pajak tersebut. Awan mengaku dari situ pihaknya mulai bergerak dan melakukan penindakan. ""Memang harus kita akui kejadian pemukulan, Rubicon ini men-trigger. Oleh sebab itu, dari trigger itu kita melakukan tindakan ke RAT, periksa, bahkan kita bentuk 3 tim karena sudah menjadi perhatian publik,"" tegas Awan. Namun, Komisi XI DPR RI mencecar Awan terkait penjelasan tersebut. DPR keheranan mengapa Rafael masih bisa lolos meski sudah diintai Itjen Kemenkeu sejak 2020. ",Ekonomi,2023
"Jumlah Dokter Gigi di Indonesia Masih Terbatas, Ketua AFDOKGI Urai Alasannya","Jumlah dokter di Indonesia belumlah merata. Ternyata yang jadi salah satu penyebab adalah jumlah dokter yang memang masih terbatas. Disampaikan oleh Anggota Dewan Pakar PB PDGI, Prof. Dr. drg. Tri Erri Astoeti, M.Kes., dalam Konferensi Pers World Oral Health Day 2023, jumlah dokter gigi di Indonesia hanyalah 42 ribu saja. Jumlah itu terbilang sedikit jika dibandingkan dengan jumlah penduduk Indonesia yang berkisar 270 juta lebih. Ketua AFDOKGI drg. Rahardyan Parnaadji, M.Kes., Sp.Pros pun mengungkapkan faktor kenapa hal ini bisa terjadi. ""Indonesia saat ini mempunyai 32 Institusi Pendidikan Kedokteran Gigi (IPDG). Namun dari 32 tersebut baru pada tahun 2022 ini semua nya menghasilkan dokter gigi,"" ungkapnya pada konferensi pers, Senin (27/3/2023). Jadi selama ini, ada empat institusi yang baru, baru bisa menghasilkan dokter gigi apabila sudah melaksanakan (pendidikan) enam tahun. Setelah empat tahun menyelesaikan pendidikan hingga sarjana, nantinya ada dua tahun profesi. ""Baru menghasilkan dokter gigi apa bila sudah melaksanakan 6 tahun. Empat tahun sarjana, 2 tahun profesi. Jadi begitu berdiri tidak langsung bisa menghasilkan. Oleh karena itu ada kekurangan di sana,"" paparnya lagi. Sehingga 32 IPDG ini, rata-rata hanya melahirkan 4000 dokter per tahun. ""Kelihatannya banyak. Tapi seperti angin lalu. Contoh realnya, (Indonesia) kekurangan ada 90 ribu gigi. Artinya untuk mencapai 90 ribu, kami masih butuh waktu 15 tahun,"" ulas drg Rahardyan. Itu pun dengan catatan selama 15 tahun, pendidik Indonesia tidak bertambah dan tetap 270 juta orang. ""15 tahun dengan catatan penduduk tidak boleh berkembang, harus 270 juta. Kan tidak mungkin. Oleh karena itu, menjadi poin utama untuk menyelesaikan persoalan ini,"" pungkasnya.",Kesehatan,2023
"Jangan Sepelekan Panas Dalam, Ini Bahaya dan Cara Mengatasinya!","Kebiasaan mengonsumsi makanan yang mengandung minyak berlebih membuat sebagian masyarakat Indonesia rentan terserang panas dalam. Secara medis, panas dalam sendiri bukanlah sebuah penyakit, melainkan serangkaian gejala penyakit yang akan timbul di sekitar mulut dan tenggorokan serta merupakan pertanda akan timbulnya virus atau bakteri. Mesti tidak termasuk dalam penyakit berat, panas dalam tidak bisa dianggap sepele. Jika dibiarkan tanpa tindakan, panas dalam bisa berlangsung lama hingga dapat mengganggu aktivitas sehari-hari. Ada banyak cara sederhana yang bisa dilakukan untuk menghindari panas dalam. Beberapa yang paling efektif, misalnya minum air putih yang cukup, mengurangi makanan asam dan pedas, dan menjalankan pola hidup sehat.",Kesehatan,2023
Cara Cegah dan Mengatasi Sariawan Saat Puasa," Bulan suci Ramadnan selalu dinanti oleh umat muslim. Namun acap kali ada tantangan yang tdak mudah dalam menjalankan ibadah tersebut. Perubahan pola makan dan minum, menahan haus dan lapar dapat berujung pada kondisi seperti bau mulut, bibir pecah-pecah, tenggorokan kering, bahkan panas dalam dan sariawan. ""Munculnya kondisi-kondisi yang mengurangi kenyamanan dalam menjalankan ibadah puasa itu tak lepas dari kurangnya cairan di dalam tubuh,"" kata Head of Marketing dari PT Deltomed Laboratories Maria Eleison dalam kegiatan beberapa waktu lalu. Selain itu, kebiasaan mengonsumsi makanan berminyak, berlemak dan minuman dingin yang berlebihan ketika sahur dan berbuka dapat mempercepat timbulnya panas dalam. Hal ini bisa dilihat dari berbagai gejala yang muncul diantaranya bibir pecah-pecah, sariawan, tenggorokan sakit saat menelan dan masalah pencernaan seperti konstipasi atau sulit buang air besar. Untuk menghindari hal tersebut, disarankan untuk agar mengkonsumsi lebih banyak air putih serta vitamin saat sahur dan berbuka. Selain itu, penting juga untuk mengontrol asupan makanan berminyak dan berlemak. Dua hal tersebut bisa diganti dengan memperbanyak sayuran dan buah-buahan yang bernutrisi tinggi bagi tubuh?. Namun, bila mengalami sariawan dan panas dalam dapat mengonsumsi Tablet Herbal Kuldon yang menggunakan 100 persen bahan herbal halal dan berkualitas. “Semua keunggulan tanaman herbal kami satukan ke dalam bentuk tablet Kuldon yang praktis dibawa kemanapun. Ini inovasi kami sebagai obat herbal pertama yang mampu meredakan panas dalam dan sariawan tanpa rasa sakit,” jelas dia.",Kesehatan,2023
